zip,latitude,longitude,usda_zone,avg_last_frost,avg_first_frost
00601,18.1801,-66.74947,11b,01-01,12-31
00602,18.36329,-67.18024,12b,01-01,12-31
00603,18.44862,-67.13422,13a,01-01,12-31
00606,18.18215,-66.9588,12b,01-01,12-31
00610,18.28832,-67.13604,12b,01-01,12-31
00611,18.27953,-66.80217,12a,01-01,12-31
00612,18.44973,-66.69879,13a,01-01,12-31
00616,18.42675,-66.67669,12b,01-01,12-31
00617,18.4555,-66.55575,13a,01-01,12-31
00622,18.00313,-67.16745,13a,01-01,12-31
00623,18.08643,-67.15222,12b,01-01,12-31
00624,18.0554,-66.72602,12b,01-01,12-31
00627,18.43525,-66.85644,13a,01-01,12-31
00631,18.18674,-66.85174,11b,01-01,12-31
00636,18.11328,-67.03971,12b,01-01,12-31
00637,18.07308,-66.94864,12b,01-01,12-31
00638,18.30814,-66.49835,12b,01-01,12-31
00641,18.2689,-66.70519,12a,01-01,12-31
00646,18.4428,-66.27689,13a,01-01,12-31
00647,17.96453,-66.93993,13a,01-01,12-31
00650,18.36333,-66.56773,12b,01-01,12-31
00652,18.45745,-66.61217,13a,01-01,12-31
00653,17.99211,-66.90097,13a,01-01,12-31
00656,18.03887,-66.79168,13a,01-01,12-31
00659,18.43296,-66.80039,13a,01-01,12-31
00660,18.13911,-67.12085,12b,01-01,12-31
00662,18.47885,-67.01973,13a,01-01,12-31
00664,18.21257,-66.59243,12a,01-01,12-31
00667,18.01782,-67.04226,13a,01-01,12-31
00669,18.28842,-66.87503,12b,01-01,12-31
00670,18.24134,-66.97604,12b,01-01,12-31
00674,18.42614,-66.48697,13a,01-01,12-31
00676,18.37956,-67.08424,12b,01-01,12-31
00677,18.33612,-67.23675,13a,01-01,12-31
00678,18.44233,-66.93275,13a,01-01,12-31
00680,18.20523,-67.12655,12b,01-01,12-31
00682,18.2084,-67.15428,13a,01-01,12-31
00683,18.09281,-67.04524,12b,01-01,12-31
00685,18.3326,-66.98104,12b,01-01,12-31
00687,18.31708,-66.41528,12b,01-01,12-31
00688,18.40415,-66.61348,12b,01-01,12-31
00690,18.49537,-67.09867,13a,01-01,12-31
00692,18.41967,-66.33186,13a,01-01,12-31
00693,18.44067,-66.3921,13a,01-01,12-31
00694,18.44311,-66.3983,13a,01-01,12-31
00698,18.06547,-66.85587,12b,01-01,12-31
00703,18.2462,-66.12827,12b,01-01,12-31
00704,17.97011,-66.22291,13a,01-01,12-31
00705,18.12942,-66.26541,12b,01-01,12-31
00707,18.0145,-65.91018,13a,01-01,12-31
00714,17.98729,-66.05552,13a,01-01,12-31
00715,18.00349,-66.55868,13a,01-01,12-31
00716,17.99907,-66.59965,13a,01-01,12-31
00717,18.0043,-66.61374,13a,01-01,12-31
00718,18.22048,-65.74293,13a,01-01,12-31
00719,18.29457,-66.25098,12b,01-01,12-31
00720,18.21783,-66.42265,12a,01-01,12-31
00723,18.0232,-66.0131,13a,01-01,12-31
00725,18.23393,-66.04502,12b,01-01,12-31
00727,18.23,-66.03,12b,01-01,12-31
00728,18.01335,-66.65218,13a,01-01,12-31
00729,18.35615,-65.89089,13a,01-01,12-31
00730,18.02263,-66.61727,12b,01-01,12-31
00731,18.07733,-66.61192,12b,01-01,12-31
00735,18.25844,-65.65987,13b,01-01,12-31
00736,18.1129,-66.15377,12b,01-01,12-31
00738,18.32265,-65.66116,13a,01-01,12-31
00739,18.16984,-66.16271,12b,01-01,12-31
00740,18.33171,-65.62761,13a,01-01,12-31
00741,18.16076,-65.75765,13a,01-01,12-31
00745,18.36621,-65.82277,13a,01-01,12-31
00751,17.9938,-66.26534,13a,01-01,12-31
00754,18.15633,-65.96831,12b,01-01,12-31
00757,17.98631,-66.39457,13a,01-01,12-31
00765,18.12566,-65.45603,13a,01-01,12-31
00766,18.12602,-66.48208,12b,01-01,12-31
00767,18.07275,-65.89703,13a,01-01,12-31
00769,18.09281,-66.3611,12b,01-01,12-31
00771,18.18744,-65.87088,13a,01-01,12-31
00772,18.42767,-65.87605,13a,01-01,12-31
00773,18.36134,-65.72133,13a,01-01,12-31
00775,18.31115,-65.29257,13b,01-01,12-31
00777,18.22409,-65.91316,12b,01-01,12-31
00778,18.25863,-65.97791,12b,01-01,12-31
00780,18.06854,-66.55939,12b,01-01,12-31
00782,18.22335,-66.2267,12b,01-01,12-31
00783,18.30487,-66.32305,12b,01-01,12-31
00784,17.98414,-66.12779,13a,01-01,12-31
00786,18.12809,-66.26872,12b,01-01,12-31
00791,18.14726,-65.82269,13a,01-01,12-31
00794,18.20429,-66.31058,12a,01-01,12-31
00795,18.03625,-66.50289,12b,01-01,12-31
00901,18.46543,-66.10786,13b,01-01,12-31
00906,18.46454,-66.10079,13b,01-01,12-31
00907,18.45113,-66.07798,13b,01-01,12-31
00909,18.44228,-66.06764,13b,01-01,12-31
00911,18.45009,-66.0577,13b,01-01,12-31
00912,18.44595,-66.05928,13b,01-01,12-31
00913,18.45091,-66.04256,13b,01-01,12-31
00915,18.43699,-66.04888,13a,01-01,12-31
00917,18.42226,-66.0513,13a,01-01,12-31
00918,18.41767,-66.06494,13a,01-01,12-31
00920,18.41242,-66.09069,13a,01-01,12-31
00921,18.39402,-66.08633,13a,01-01,12-31
00923,18.41068,-66.03806,13a,01-01,12-31
00924,18.40192,-66.01194,13a,01-01,12-31
00925,18.40001,-66.05028,13a,01-01,12-31
00926,18.36136,-66.0562,13a,01-01,12-31
00927,18.39184,-66.06867,13a,01-01,12-31
00934,18.41351,-66.12198,13a,01-01,12-31
00949,18.43317,-66.2042,13a,01-01,12-31
00950,18.45776,-66.1965,13a,01-01,12-31
00951,18.45776,-66.1965,13a,01-01,12-31
00952,18.42922,-66.18014,13a,01-01,12-31
00953,18.36802,-66.23414,13a,01-01,12-31
00956,18.34216,-66.16643,12b,01-01,12-31
00957,18.36967,-66.18669,13a,01-01,12-31
00959,18.38706,-66.15943,13a,01-01,12-31
00960,18.34487,-66.16601,13a,01-01,12-31
00961,18.41246,-66.16033,13a,01-01,12-31
00962,18.43768,-66.13847,13b,01-01,12-31
00965,18.43145,-66.11703,13b,01-01,12-31
00966,18.39851,-66.11522,13a,01-01,12-31
00968,18.40848,-66.1025,13a,01-01,12-31
00969,18.36698,-66.10889,13a,01-01,12-31
00971,18.32969,-66.11876,13a,01-01,12-31
00976,18.34677,-66.00561,13a,01-01,12-31
00979,18.43189,-66.0127,13b,01-01,12-31
00982,18.40934,-65.99313,13b,01-01,12-31
00983,18.41441,-65.97582,13b,01-01,12-31
00985,18.3749,-65.94691,13a,01-01,12-31
00987,18.37223,-65.96275,13a,01-01,12-31
01001,42.07061,-72.62029,6b,04-15,10-22
01002,42.37765,-72.50323,6a,04-25,10-15
01003,42.36956,-72.63599,6a,04-25,10-15
01005,42.41209,-72.10443,6a,04-25,10-15
01007,42.27842,-72.411,6a,04-25,10-15
01008,42.17431,-72.94828,6a,04-25,10-15
01009,42.20609,-72.34049,6a,04-25,10-15
01010,42.12604,-72.20552,6a,04-25,10-15
01011,42.27144,-73.01958,6a,04-25,10-15
01012,42.39084,-72.84356,6a,04-25,10-15
01013,42.16149,-72.60316,6a,04-25,10-15
01020,42.17599,-72.57265,6a,04-25,10-15
01022,42.19667,-72.55606,6a,04-25,10-15
01026,42.46504,-72.91813,5b,05-01,10-08
01027,42.27279,-72.68677,6a,04-25,10-15
01028,42.06679,-72.5102,6b,04-15,10-22
01029,42.1759,-73.04204,5b,05-01,10-08
01030,42.07077,-72.67248,6b,04-15,10-22
01031,42.33071,-72.18833,6a,04-25,10-15
01032,42.45792,-72.81551,6a,04-25,10-15
01033,42.25456,-72.51831,6a,04-25,10-15
01034,42.08622,-72.94464,6a,04-25,10-15
01035,42.35549,-72.5733,6a,04-25,10-15
01036,42.0647,-72.41735,6a,04-25,10-15
01037,42.3742,-72.19524,6a,04-25,10-15
01038,42.37515,-72.60832,6a,04-25,10-15
01039,42.38148,-72.69259,6a,04-25,10-15
01040,42.20189,-72.6242,6a,04-25,10-15
01050,42.29021,-72.87942,6a,04-25,10-15
01053,42.3531,-72.70206,6a,04-25,10-15
01054,42.47984,-72.49879,6a,04-25,10-15
01056,42.17489,-72.47068,6a,04-25,10-15
01057,42.08927,-72.317,6a,04-25,10-15
01060,42.32454,-72.63561,6a,04-25,10-15
01062,42.32423,-72.67915,6a,04-25,10-15
01063,42.31794,-72.64023,6a,04-25,10-15
01066,42.4067,-72.6339,6a,04-25,10-15
01068,42.34977,-72.04413,6a,04-25,10-15
01069,42.1764,-72.32646,6a,04-25,10-15
01070,42.51585,-72.91661,5b,05-01,10-08
01071,42.16593,-72.85153,6a,04-25,10-15
01072,42.48603,-72.42208,5b,05-01,10-08
01073,42.22389,-72.72777,6a,04-25,10-15
01074,42.376,-72.14939,6a,04-25,10-15
01075,42.23489,-72.58243,6a,04-25,10-15
01077,42.05283,-72.76966,6b,04-15,10-22
01079,42.19289,-72.32957,6a,04-25,10-15
01080,42.18056,-72.36518,6a,04-25,10-15
01081,42.05802,-72.22517,6b,04-15,10-22
01082,42.27061,-72.26067,6a,04-25,10-15
01083,42.20468,-72.20259,6a,04-25,10-15
01084,42.37981,-72.89043,6a,04-25,10-15
01085,42.13364,-72.75029,6a,04-25,10-15
01088,42.38883,-72.6321,6a,04-25,10-15
01089,42.11279,-72.64066,6a,04-25,10-15
01092,42.21078,-72.23904,6a,04-25,10-15
01093,42.44267,-72.65251,6a,04-25,10-15
01094,42.3582,-72.14085,6a,04-25,10-15
01095,42.12531,-72.44057,6a,04-25,10-15
01096,42.41524,-72.78271,6a,04-25,10-15
01097,42.16174,-72.84591,6a,04-25,10-15
01098,42.39905,-72.93871,6a,04-25,10-15
01103,42.10329,-72.59112,6b,04-15,10-22
01104,42.13034,-72.57338,6a,04-25,10-15
01105,42.09664,-72.5798,6b,04-15,10-22
01106,42.0504,-72.5712,6b,04-15,10-22
01107,42.12019,-72.6061,6b,04-15,10-22
01108,42.08409,-72.55523,6b,04-15,10-22
01109,42.11628,-72.55031,6a,04-25,10-15
01118,42.09314,-72.5291,6b,04-15,10-22
01119,42.12844,-72.50932,6a,04-25,10-15
01128,42.09534,-72.48857,6a,04-25,10-15
01129,42.12103,-72.4896,6a,04-25,10-15
01144,42.1018,-72.59151,6b,04-15,10-22
01151,42.15393,-72.50531,6a,04-25,10-15
01201,42.45384,-73.254,5b,05-01,10-08
01220,42.61973,-73.11842,5b,05-01,10-08
01222,42.0575,-73.32177,6a,04-25,10-15
01223,42.31445,-73.09335,6a,04-25,10-15
01224,42.3929,-73.22848,5b,05-01,10-08
01225,42.55173,-73.1653,5b,05-01,10-08
01226,42.47657,-73.11547,5b,05-01,10-08
01229,42.27929,-73.34355,5b,05-01,10-08
01230,42.18971,-73.35249,6a,04-25,10-15
01235,42.43366,-73.09278,5b,05-01,10-08
01236,42.26687,-73.36236,5b,05-01,10-08
01237,42.55735,-73.24364,5b,05-01,10-08
01238,42.29926,-73.2327,5b,05-01,10-08
01240,42.36237,-73.27683,5b,05-01,10-08
01242,42.33656,-73.24599,5b,05-01,10-08
01243,42.35609,-73.01045,6a,04-25,10-15
01244,42.1391,-73.20312,5b,05-01,10-08
01245,42.18066,-73.20849,5b,05-01,10-08
01247,42.69606,-73.10145,5b,05-01,10-08
01253,42.1984,-73.10205,5b,05-01,10-08
01254,42.37471,-73.36336,5b,05-01,10-08
01255,42.08897,-73.12444,6a,04-25,10-15
01256,42.59251,-73.01123,5b,05-01,10-08
01257,42.10269,-73.36591,6a,04-25,10-15
01258,42.10312,-73.45734,6a,04-25,10-15
01259,42.0645,-73.24674,6a,04-25,10-15
01260,42.28659,-73.31327,5b,05-01,10-08
01262,42.28322,-73.31423,5b,05-01,10-08
01264,42.2249,-73.20394,5b,05-01,10-08
01266,42.32854,-73.36407,5b,05-01,10-08
01267,42.68996,-73.22355,5b,05-01,10-08
01270,42.44373,-73.11613,5b,05-01,10-08
01301,42.60552,-72.60098,6a,04-25,10-15
01330,42.52113,-72.81116,5b,05-01,10-08
01331,42.57993,-72.20836,5b,05-01,10-08
01337,42.67802,-72.55569,5b,05-01,10-08
01338,42.5695,-72.802,5b,05-01,10-08
01339,42.62686,-72.87939,5b,05-01,10-08
01340,42.67337,-72.73104,5b,05-01,10-08
01341,42.50831,-72.70403,6a,04-25,10-15
01342,42.54232,-72.6091,6a,04-25,10-15
01343,42.64267,-72.98623,5b,05-01,10-08
01344,42.60705,-72.41396,6a,04-25,10-15
01346,42.66925,-72.80494,5b,05-01,10-08
01347,42.55656,-72.5181,6a,04-25,10-15
01349,42.5737,-72.50525,6a,04-25,10-15
01350,42.71226,-72.97629,5b,05-01,10-08
01351,42.53498,-72.52522,6a,04-25,10-15
01354,42.52218,-72.62416,6a,04-25,10-15
01355,42.4859,-72.33345,5b,05-01,10-08
01360,42.68229,-72.45649,5b,05-01,10-08
01364,42.59961,-72.29263,5b,05-01,10-08
01366,42.47472,-72.21226,6a,04-25,10-15
01367,42.69488,-72.90962,5b,05-01,10-08
01368,42.67101,-72.16999,5b,05-01,10-08
01370,42.60345,-72.72754,5b,05-01,10-08
01373,42.47273,-72.62452,6a,04-25,10-15
01375,42.44998,-72.56302,6a,04-25,10-15
01376,42.60943,-72.54438,6a,04-25,10-15
01378,42.66715,-72.32729,5b,05-01,10-08
01379,42.54727,-72.41724,5b,05-01,10-08
01380,42.59445,-72.36314,5b,05-01,10-08
01420,42.57869,-71.80338,6a,04-25,10-15
01430,42.65877,-71.93287,6a,04-25,10-15
01431,42.672,-71.8137,6a,04-25,10-15
01432,42.54982,-71.59136,6a,04-25,10-15
01434,42.53,-71.61,6a,04-25,10-15
01436,42.6089,-72.08021,5b,05-01,10-08
01438,42.56337,-72.03498,5b,05-01,10-08
01440,42.57536,-71.99183,5b,05-01,10-08
01450,42.60989,-71.55722,6a,04-25,10-15
01451,42.50593,-71.5888,6a,04-25,10-15
01452,42.47751,-71.99654,5b,05-01,10-08
01453,42.52652,-71.75358,6a,04-25,10-15
01460,42.54005,-71.49085,6a,04-25,10-15
01462,42.58284,-71.72051,6a,04-25,10-15
01463,42.66569,-71.5929,6a,04-25,10-15
01464,42.55929,-71.64555,6a,04-25,10-15
01468,42.5578,-72.06824,5b,05-01,10-08
01469,42.65874,-71.69204,6a,04-25,10-15
01473,42.54462,-71.9021,6a,04-25,10-15
01474,42.66941,-71.74578,6a,04-25,10-15
01475,42.67544,-72.0467,5b,05-01,10-08
01501,42.20361,-71.83843,6a,04-25,10-15
01503,42.38056,-71.62665,6b,04-15,10-22
01504,42.02815,-71.52999,6b,04-15,10-22
01505,42.33839,-71.73026,6a,04-25,10-15
01506,42.20037,-72.09787,6a,04-25,10-15
01507,42.13514,-71.96961,6b,04-15,10-22
01510,42.41884,-71.68482,6a,04-25,10-15
01515,42.21278,-72.05311,6a,04-25,10-15
01516,42.06144,-71.72887,6b,04-15,10-22
01518,42.12515,-72.12393,6a,04-25,10-15
01519,42.20167,-71.68771,6b,04-15,10-22
01520,42.33896,-71.84434,6b,04-15,10-22
01521,42.05468,-72.16137,6a,04-25,10-15
01522,42.36966,-71.87418,6a,04-25,10-15
01523,42.47313,-71.67946,6b,04-15,10-22
01524,42.23894,-71.91908,6b,04-15,10-22
01525,42.36481,-71.89687,6b,04-15,10-22
01527,42.19614,-71.76272,6a,04-25,10-15
01529,42.0364,-71.57798,6b,04-15,10-22
01531,42.31712,-72.12248,6a,04-25,10-15
01532,42.32192,-71.64692,6b,04-15,10-22
01534,42.14074,-71.64376,6b,04-15,10-22
01535,42.26727,-72.07823,6a,04-25,10-15
01536,42.23144,-71.70523,6b,04-15,10-22
01537,42.17085,-71.88989,6a,04-25,10-15
01540,42.11753,-71.8657,6b,04-15,10-22
01541,42.45157,-71.882,6a,04-25,10-15
01542,42.19479,-71.90651,6b,04-15,10-22
01543,42.38088,-71.96427,6a,04-25,10-15
01545,42.28664,-71.72502,6a,04-25,10-15
01550,42.07083,-72.03533,6b,04-15,10-22
01560,42.17746,-71.69382,6b,04-15,10-22
01561,42.44354,-71.68614,6b,04-15,10-22
01562,42.24721,-71.99227,6a,04-25,10-15
01564,42.43688,-71.77333,6a,04-25,10-15
01566,42.10458,-72.08584,6a,04-25,10-15
01568,42.17382,-71.60971,6b,04-15,10-22
01569,42.06498,-71.62992,6b,04-15,10-22
01570,42.04773,-71.86108,6b,04-15,10-22
01571,42.04986,-71.9173,6b,04-15,10-22
01581,42.26984,-71.61408,6b,04-15,10-22
01583,42.35984,-71.787,6a,04-25,10-15
01585,42.24296,-72.16734,6a,04-25,10-15
01588,42.1142,-71.67225,6b,04-15,10-22
01590,42.13103,-71.75121,6b,04-15,10-22
01602,42.27236,-71.84482,6b,04-15,10-22
01603,42.24053,-71.83776,6a,04-25,10-15
01604,42.25539,-71.77459,6a,04-25,10-15
01605,42.28654,-71.78846,6a,04-25,10-15
01606,42.31134,-71.79531,6b,04-15,10-22
01607,42.22954,-71.79501,6a,04-25,10-15
01608,42.26134,-71.80173,6a,04-25,10-15
01609,42.27174,-71.81348,6b,04-15,10-22
01610,42.24849,-71.80793,6a,04-25,10-15
01611,42.23845,-71.87139,6b,04-15,10-22
01612,42.30759,-71.91929,6a,04-25,10-15
01701,42.31869,-71.42344,6b,04-15,10-22
01702,42.28399,-71.42161,6b,04-15,10-22
01718,42.51974,-71.42721,6a,04-25,10-15
01719,42.48626,-71.51244,6a,04-25,10-15
01720,42.47714,-71.4422,6b,04-15,10-22
01721,42.25796,-71.45886,6b,04-15,10-22
01730,42.49668,-71.27504,6b,04-15,10-22
01731,42.45909,-71.27556,6b,04-15,10-22
01740,42.43709,-71.61266,6b,04-15,10-22
01741,42.5286,-71.35084,6b,04-15,10-22
01742,42.4572,-71.37478,6b,04-15,10-22
01745,42.29554,-71.50468,6b,04-15,10-22
01746,42.19606,-71.43797,6b,04-15,10-22
01747,42.12554,-71.53662,6b,04-15,10-22
01748,42.22045,-71.53418,6b,04-15,10-22
01749,42.38981,-71.55791,6b,04-15,10-22
01752,42.35091,-71.54753,6b,04-15,10-22
01754,42.43078,-71.45594,6b,04-15,10-22
01756,42.09201,-71.54474,6b,04-15,10-22
01757,42.14918,-71.52149,6b,04-15,10-22
01760,42.29076,-71.35368,6b,04-15,10-22
01770,42.23103,-71.37202,6b,04-15,10-22
01772,42.29764,-71.53369,6b,04-15,10-22
01773,42.42554,-71.30316,6b,04-15,10-22
01775,42.42388,-71.51086,6b,04-15,10-22
01776,42.38532,-71.42989,6b,04-15,10-22
01778,42.34558,-71.35643,6b,04-15,10-22
01801,42.48454,-71.15206,6b,04-15,10-22
01803,42.50636,-71.20008,6b,04-15,10-22
01810,42.64694,-71.1513,6b,04-15,10-22
01821,42.54805,-71.25054,6b,04-15,10-22
01824,42.59549,-71.3544,6b,04-15,10-22
01826,42.67777,-71.316,6a,04-25,10-15
01827,42.67136,-71.50292,6a,04-25,10-15
01830,42.78519,-71.07011,6a,04-25,10-15
01832,42.78136,-71.11023,6a,04-25,10-15
01833,42.72944,-70.98291,6b,04-15,10-22
01834,42.75069,-71.02487,6a,04-25,10-15
01835,42.75777,-71.08518,6b,04-15,10-22
01840,42.70694,-71.16181,6b,04-15,10-22
01841,42.71159,-71.16667,6b,04-15,10-22
01843,42.69109,-71.16078,6b,04-15,10-22
01844,42.73004,-71.17935,6b,04-15,10-22
01845,42.68384,-71.11171,6b,04-15,10-22
01850,42.65579,-71.30504,6b,04-15,10-22
01851,42.63092,-71.33238,6b,04-15,10-22
01852,42.63411,-71.29849,6b,04-15,10-22
01854,42.64976,-71.33348,6b,04-15,10-22
01860,42.83425,-71.00207,6a,04-25,10-15
01862,42.57359,-71.2911,6b,04-15,10-22
01863,42.6342,-71.39322,6b,04-15,10-22
01864,42.58344,-71.0982,6b,04-15,10-22
01867,42.52585,-71.10993,6b,04-15,10-22
01876,42.60168,-71.22071,6b,04-15,10-22
01879,42.67159,-71.41694,6a,04-25,10-15
01880,42.50135,-71.07132,6b,04-15,10-22
01886,42.59209,-71.43754,6a,04-25,10-15
01887,42.55858,-71.17031,6b,04-15,10-22
01890,42.45195,-71.14276,6b,04-15,10-22
01901,42.46125,-70.94674,7a,04-10,11-01
01902,42.46995,-70.94113,7a,04-10,11-01
01904,42.49042,-70.96579,6b,04-15,10-22
01905,42.46488,-70.97411,7a,04-10,11-01
01906,42.4628,-71.0098,6b,04-15,10-22
01907,42.47441,-70.90588,7a,04-10,11-01
01908,42.4271,-70.92809,7a,04-10,11-01
01913,42.85442,-70.93547,6a,04-25,10-15
01915,42.56099,-70.8757,6b,04-15,10-22
01921,42.67787,-71.00844,6b,04-15,10-22
01922,42.76087,-70.92648,6b,04-15,10-22
01923,42.56976,-70.94322,6b,04-15,10-22
01929,42.63175,-70.77925,6b,04-15,10-22
01930,42.62401,-70.67552,7a,04-10,11-01
01937,42.63544,-70.87912,6b,04-15,10-22
01938,42.68297,-70.84007,6b,04-15,10-22
01940,42.5279,-71.02834,6b,04-15,10-22
01944,42.58003,-70.76462,7a,04-10,11-01
01945,42.49715,-70.86323,7a,04-10,11-01
01949,42.60228,-71.01356,6b,04-15,10-22
01950,42.80989,-70.86363,6b,04-15,10-22
01951,42.78014,-70.86866,6b,04-15,10-22
01952,42.85048,-70.86153,6b,04-15,10-22
01960,42.53404,-70.96146,6b,04-15,10-22
01965,42.55811,-70.82574,6b,04-15,10-22
01966,42.65994,-70.61727,7a,04-10,11-01
01969,42.71671,-70.90899,6b,04-15,10-22
01970,42.51685,-70.8985,7a,04-10,11-01
01982,42.61664,-70.86513,6b,04-15,10-22
01983,42.64247,-70.94424,6b,04-15,10-22
01984,42.60052,-70.87618,6b,04-15,10-22
01985,42.79074,-70.97286,6b,04-15,10-22
02019,42.07512,-71.47953,6b,04-15,10-22
02021,42.16678,-71.1343,6b,04-15,10-22
02025,42.24191,-70.81223,7a,04-10,11-01
02026,42.24461,-71.16553,6b,04-15,10-22
02030,42.23888,-71.28241,6b,04-15,10-22
02032,42.15391,-71.21362,6b,04-15,10-22
02035,42.06143,-71.24232,6b,04-15,10-22
02038,42.0891,-71.4069,6b,04-15,10-22
02043,42.22571,-70.88764,7a,04-10,11-01
02045,42.28635,-70.87663,7a,04-10,11-01
02047,42.14284,-70.69353,7a,04-10,11-01
02048,42.01998,-71.2191,6b,04-15,10-22
02050,42.10976,-70.69172,7a,04-10,11-01
02052,42.18557,-71.30476,6b,04-15,10-22
02053,42.15153,-71.42315,6b,04-15,10-22
02054,42.1664,-71.36178,6b,04-15,10-22
02056,42.11184,-71.32855,6b,04-15,10-22
02061,42.15243,-70.8205,7a,04-10,11-01
02062,42.18597,-71.20166,6b,04-15,10-22
02066,42.20504,-70.7513,7a,04-10,11-01
02067,42.11375,-71.17923,6b,04-15,10-22
02071,42.10141,-71.27239,6b,04-15,10-22
02072,42.12543,-71.10627,6b,04-15,10-22
02081,42.14524,-71.25375,6b,04-15,10-22
02090,42.21295,-71.20735,6b,04-15,10-22
02093,42.0597,-71.34617,6b,04-15,10-22
02108,42.3579,-71.06408,7a,04-10,11-01
02109,42.36148,-71.05417,7a,04-10,11-01
02110,42.35653,-71.05365,7a,04-10,11-01
02111,42.34984,-71.06101,7a,04-10,11-01
02113,42.36503,-71.05636,7a,04-10,11-01
02114,42.36179,-71.06774,7a,04-10,11-01
02115,42.34308,-71.09268,7a,04-10,11-01
02116,42.34962,-71.07372,7a,04-10,11-01
02118,42.33872,-71.07276,7a,04-10,11-01
02119,42.32451,-71.08455,7a,04-10,11-01
02120,42.3321,-71.09651,7a,04-10,11-01
02121,42.30745,-71.08127,6b,04-15,10-22
02122,42.2963,-71.05454,7a,04-10,11-01
02124,42.28713,-71.07156,6b,04-15,10-22
02125,42.31685,-71.05811,7a,04-10,11-01
02126,42.2721,-71.09426,6b,04-15,10-22
02127,42.33499,-71.04562,7a,04-10,11-01
02128,42.3783,-71.0255,7a,04-10,11-01
02129,42.37862,-71.06495,7a,04-10,11-01
02130,42.31,-71.11171,6b,04-15,10-22
02131,42.28468,-71.13052,6b,04-15,10-22
02132,42.27943,-71.1598,6b,04-15,10-22
02133,42.33895,-70.91963,7a,04-10,11-01
02134,42.35515,-71.13164,6b,04-15,10-22
02135,42.34842,-71.15349,6b,04-15,10-22
02136,42.2522,-71.12593,6b,04-15,10-22
02138,42.37915,-71.12803,6b,04-15,10-22
02139,42.36435,-71.10431,6b,04-15,10-22
02140,42.39333,-71.12837,6b,04-15,10-22
02141,42.37052,-71.08443,7a,04-10,11-01
02142,42.3623,-71.08412,7a,04-10,11-01
02143,42.38193,-71.09908,7a,04-10,11-01
02144,42.39955,-71.12165,6b,04-15,10-22
02145,42.39085,-71.09225,7a,04-10,11-01
02148,42.42855,-71.06059,6b,04-15,10-22
02149,42.40992,-71.0522,7a,04-10,11-01
02150,42.39638,-71.03352,7a,04-10,11-01
02151,42.41625,-71.00525,7a,04-10,11-01
02152,42.37305,-70.97803,7a,04-10,11-01
02155,42.41985,-71.10942,6b,04-15,10-22
02163,42.36795,-71.12056,6b,04-15,10-22
02169,42.25074,-70.99593,6b,04-15,10-22
02170,42.26705,-71.01834,7a,04-10,11-01
02171,42.2845,-71.02316,7a,04-10,11-01
02176,42.45905,-71.06233,6b,04-15,10-22
02180,42.48015,-71.09835,6b,04-15,10-22
02184,42.20956,-70.99968,6b,04-15,10-22
02186,42.25307,-71.07496,6b,04-15,10-22
02188,42.21287,-70.95872,6b,04-15,10-22
02189,42.2112,-70.93111,7a,04-10,11-01
02190,42.1711,-70.94597,6b,04-15,10-22
02191,42.24275,-70.94434,7a,04-10,11-01
02199,42.34713,-71.08234,6b,04-15,10-22
02203,42.36149,-71.06036,7a,04-10,11-01
02205,42.35033,-71.05388,7a,04-10,11-01
02210,42.34797,-71.04463,7a,04-10,11-01
02215,42.347,-71.10215,6b,04-15,10-22
02301,42.0794,-71.03441,6b,04-15,10-22
02302,42.08715,-71.00222,6b,04-15,10-22
02322,42.12193,-71.04522,6b,04-15,10-22
02324,41.9795,-70.97215,6b,04-15,10-22
02325,41.98725,-70.97279,6b,04-15,10-22
02330,41.8737,-70.7656,6b,04-15,10-22
02332,42.03137,-70.70105,7a,04-10,11-01
02333,42.02908,-70.95227,6b,04-15,10-22
02338,41.99985,-70.85395,6b,04-15,10-22
02339,42.12867,-70.85913,6b,04-15,10-22
02341,42.05943,-70.86205,6b,04-15,10-22
02343,42.14835,-71.01037,6b,04-15,10-22
02346,41.88958,-70.89406,6b,04-15,10-22
02347,41.83509,-70.95973,6b,04-15,10-22
02350,42.01852,-70.84749,6b,04-15,10-22
02351,42.11953,-70.94787,6b,04-15,10-22
02356,42.05851,-71.11309,6b,04-15,10-22
02357,42.0645,-71.08709,6b,04-15,10-22
02359,42.06555,-70.80426,6b,04-15,10-22
02360,41.89468,-70.61999,7a,04-10,11-01
02364,41.9931,-70.73827,7a,04-10,11-01
02366,41.85406,-70.66088,6b,04-15,10-22
02367,41.96899,-70.80452,6b,04-15,10-22
02368,42.17342,-71.04912,6b,04-15,10-22
02370,42.12951,-70.91189,6b,04-15,10-22
02375,42.02975,-71.10191,6b,04-15,10-22
02379,42.02195,-71.01878,6b,04-15,10-22
02382,42.08235,-70.93734,6b,04-15,10-22
02420,42.45289,-71.21619,6b,04-15,10-22
02421,42.4393,-71.23553,6b,04-15,10-22
02445,42.3244,-71.13933,6b,04-15,10-22
02446,42.34475,-71.12141,6b,04-15,10-22
02451,42.39303,-71.24771,6b,04-15,10-22
02452,42.3925,-71.22153,6b,04-15,10-22
02453,42.37045,-71.23563,6b,04-15,10-22
02457,42.18005,-71.08923,6b,04-15,10-22
02458,42.35473,-71.18809,6b,04-15,10-22
02459,42.3212,-71.193,6b,04-15,10-22
02460,42.353,-71.20907,6b,04-15,10-22
