zip,latitude,longitude,usda_zone,avg_last_frost,avg_first_frost
42715,36.95491,-85.39553,7a,04-10,11-01
42716,37.47534,-85.60987,7a,04-10,11-01
42717,36.76599,-85.39971,7a,04-10,11-01
42718,37.37231,-85.3549,7a,04-10,11-01
42721,37.41321,-86.49884,7a,04-10,11-01
42722,37.27137,-85.72639,7a,04-10,11-01
42724,37.66872,-86.02527,7a,04-10,11-01
42726,37.42946,-86.16448,7a,04-10,11-01
42728,37.1232,-85.27561,7a,04-10,11-01
42729,37.30466,-86.12987,7a,04-10,11-01
42732,37.60654,-86.10413,7a,04-10,11-01
42733,37.35323,-85.1628,7a,04-10,11-01
42740,37.59641,-85.92294,7a,04-10,11-01
42741,36.98182,-85.22988,7a,04-10,11-01
42742,37.09839,-85.50199,7a,04-10,11-01
42743,37.2348,-85.51436,7a,04-10,11-01
42746,37.19966,-85.73469,7a,04-10,11-01
42748,37.56653,-85.71452,7a,04-10,11-01
42749,37.17674,-85.88288,7a,04-10,11-01
42753,37.24226,-85.20271,7a,04-10,11-01
42754,37.4798,-86.30731,7a,04-10,11-01
42757,37.41538,-85.71597,7a,04-10,11-01
42758,37.36039,-85.19803,7a,04-10,11-01
42759,36.82496,-85.50481,6b,04-15,10-22
42762,37.44329,-86.40531,7a,04-10,11-01
42764,37.46396,-85.63923,7a,04-10,11-01
42765,37.29187,-85.90786,7a,04-10,11-01
42776,37.52025,-85.8807,7a,04-10,11-01
42782,37.3498,-85.64536,7a,04-10,11-01
42784,37.4566,-85.90164,7a,04-10,11-01
42788,37.55125,-86.03115,7a,04-10,11-01
43001,40.09158,-82.61225,6a,04-25,10-15
43002,40.05991,-83.18299,6b,04-15,10-22
43003,40.40994,-82.96124,6a,04-25,10-15
43004,39.99807,-82.8052,6b,04-15,10-22
43005,40.28504,-82.28218,6a,04-25,10-15
43006,40.47114,-82.16947,6a,04-25,10-15
43007,40.34063,-83.41631,6a,04-25,10-15
43008,39.93398,-82.47932,6a,04-25,10-15
43009,40.17541,-83.64579,6a,04-25,10-15
43010,40.00036,-83.62142,6a,04-25,10-15
43011,40.30412,-82.68029,6a,04-25,10-15
43013,40.23545,-82.69054,6a,04-25,10-15
43014,40.47081,-82.26422,6a,04-25,10-15
43015,40.29592,-83.06968,6b,04-15,10-22
43016,40.08981,-83.13983,6b,04-15,10-22
43017,40.10948,-83.12713,6b,04-15,10-22
43018,39.95699,-82.68307,6a,04-25,10-15
43019,40.49319,-82.56998,6a,04-25,10-15
43021,40.2023,-82.89437,6b,04-15,10-22
43022,40.35178,-82.35543,6a,04-25,10-15
43023,40.07099,-82.52134,6a,04-25,10-15
43025,39.95887,-82.49882,6a,04-25,10-15
43026,40.02166,-83.14762,6b,04-15,10-22
43027,40.13282,-82.56156,6a,04-25,10-15
43028,40.42065,-82.31485,6a,04-25,10-15
43029,40.10836,-83.44868,6a,04-25,10-15
43030,39.96885,-82.43002,6a,04-25,10-15
43031,40.15198,-82.66944,6a,04-25,10-15
43032,40.32877,-82.95824,6b,04-15,10-22
43033,39.96066,-82.59613,6a,04-25,10-15
43035,40.17364,-82.99675,6b,04-15,10-22
43036,40.35313,-83.26289,6a,04-25,10-15
43037,40.27453,-82.34436,6a,04-25,10-15
43040,40.25597,-83.36391,6a,04-25,10-15
43044,40.05291,-83.57223,6a,04-25,10-15
43045,40.1797,-83.44266,6a,04-25,10-15
43046,39.90006,-82.53696,6a,04-25,10-15
43047,40.20491,-83.64658,6a,04-25,10-15
43050,40.38564,-82.48254,6a,04-25,10-15
43054,40.08025,-82.82462,6a,04-25,10-15
43055,40.07912,-82.40054,6a,04-25,10-15
43056,40.0171,-82.34322,6a,04-25,10-15
43060,40.22329,-83.56172,6a,04-25,10-15
43061,40.28534,-83.20426,6b,04-15,10-22
43062,39.994,-82.67652,6a,04-25,10-15
43064,40.10313,-83.26825,6b,04-15,10-22
43065,40.15552,-83.08415,6b,04-15,10-22
43066,40.4008,-83.15216,6b,04-15,10-22
43067,40.35596,-83.46681,6a,04-25,10-15
43068,39.95638,-82.7961,6b,04-15,10-22
43070,40.2178,-83.96044,6a,04-25,10-15
43071,40.1734,-82.36653,6a,04-25,10-15
43072,40.12345,-83.95416,6a,04-25,10-15
43074,40.27093,-82.84501,6a,04-25,10-15
43076,39.90991,-82.41013,6a,04-25,10-15
43077,40.13634,-83.3415,6a,04-25,10-15
43078,40.11253,-83.76633,6a,04-25,10-15
43080,40.24238,-82.42775,6a,04-25,10-15
43081,40.10951,-82.91606,6b,04-15,10-22
43082,40.14852,-82.91278,6b,04-15,10-22
43084,40.14595,-83.52488,6a,04-25,10-15
43085,40.0978,-83.02076,6b,04-15,10-22
43101,39.46604,-82.7457,6b,04-15,10-22
43102,39.65103,-82.76098,6b,04-15,10-22
43103,39.72075,-82.94842,6b,04-15,10-22
43105,39.86035,-82.61356,6b,04-15,10-22
43106,39.62492,-83.40267,6b,04-15,10-22
43107,39.70313,-82.41937,6a,04-25,10-15
43109,39.91657,-82.83218,6b,04-15,10-22
43110,39.85441,-82.80872,6b,04-15,10-22
43111,39.50134,-82.24434,6a,04-25,10-15
43112,39.80399,-82.70953,6b,04-15,10-22
43113,39.59824,-82.94285,6b,04-15,10-22
43115,39.50191,-83.17383,6b,04-15,10-22
43116,39.7685,-83.06007,6b,04-15,10-22
43117,39.77302,-83.19947,6b,04-15,10-22
43119,39.93987,-83.1667,6b,04-15,10-22
43123,39.88628,-83.07989,6b,04-15,10-22
43125,39.85236,-82.89589,6b,04-15,10-22
43126,39.81009,-83.17085,6a,04-25,10-15
43127,39.4821,-82.32798,6a,04-25,10-15
43128,39.65192,-83.57236,6a,04-25,10-15
43130,39.71289,-82.61216,6a,04-25,10-15
43135,39.47338,-82.71076,6b,04-15,10-22
43136,39.80266,-82.80802,6b,04-15,10-22
43137,39.81825,-82.98115,6b,04-15,10-22
43138,39.53097,-82.40801,6b,04-15,10-22
43140,39.89268,-83.43643,6a,04-25,10-15
43142,39.59312,-83.5876,6b,04-15,10-22
43143,39.71046,-83.28776,6b,04-15,10-22
43144,39.51303,-82.1665,6b,04-15,10-22
43145,39.55541,-83.26409,6b,04-15,10-22
43146,39.7862,-83.1469,6b,04-15,10-22
43147,39.90429,-82.756,6b,04-15,10-22
43148,39.81658,-82.50791,6a,04-25,10-15
43149,39.54579,-82.57704,6b,04-15,10-22
43150,39.77831,-82.41455,6a,04-25,10-15
43151,39.73247,-83.47587,6a,04-25,10-15
43152,39.38721,-82.62314,6b,04-15,10-22
43153,39.72196,-83.58093,6a,04-25,10-15
43154,39.6056,-82.82656,6a,04-25,10-15
43155,39.63,-82.51459,6a,04-25,10-15
43156,39.5547,-82.77917,6a,04-25,10-15
43157,39.84386,-82.54555,6b,04-15,10-22
43158,39.46022,-82.3572,6b,04-15,10-22
43160,39.533,-83.43905,6b,04-15,10-22
43162,39.93953,-83.28912,6b,04-15,10-22
43164,39.59042,-83.11298,6b,04-15,10-22
43201,39.99076,-83.00117,6b,04-15,10-22
43202,40.01881,-83.00894,6b,04-15,10-22
43203,39.9718,-82.9688,6b,04-15,10-22
43204,39.9585,-83.08231,6b,04-15,10-22
43205,39.95726,-82.96587,6b,04-15,10-22
43206,39.94456,-82.98085,6b,04-15,10-22
43207,39.89769,-82.96969,6b,04-15,10-22
43209,39.95856,-82.92824,6b,04-15,10-22
43210,40.00368,-83.02148,6b,04-15,10-22
43211,40.01271,-82.97127,6b,04-15,10-22
43212,39.98811,-83.04268,6b,04-15,10-22
43213,39.96681,-82.87413,6b,04-15,10-22
43214,40.05306,-83.01881,6b,04-15,10-22
43215,39.96513,-83.00431,6b,04-15,10-22
43217,39.82483,-82.94384,6b,04-15,10-22
43218,39.96904,-83.01139,6b,04-15,10-22
43219,40.00251,-82.92589,6b,04-15,10-22
43220,40.04727,-83.06986,6b,04-15,10-22
43221,40.02063,-83.07655,6b,04-15,10-22
43222,39.95866,-83.02856,6b,04-15,10-22
43223,39.93526,-83.04558,6b,04-15,10-22
43224,40.03991,-82.96772,6b,04-15,10-22
43227,39.94423,-82.89063,6b,04-15,10-22
43228,39.95436,-83.123,6b,04-15,10-22
43229,40.08531,-82.97326,6b,04-15,10-22
43230,40.03996,-82.87855,6b,04-15,10-22
43231,40.07604,-82.94064,6b,04-15,10-22
43232,39.92421,-82.86563,6b,04-15,10-22
43235,40.0992,-83.05567,6b,04-15,10-22
43240,40.14687,-82.98178,6b,04-15,10-22
43302,40.58975,-83.12173,6a,04-25,10-15
43310,40.51808,-83.78052,6a,04-25,10-15
43311,40.36592,-83.75816,6a,04-25,10-15
43314,40.6426,-82.96158,6a,04-25,10-15
43315,40.49076,-82.87312,6a,04-25,10-15
43316,40.95429,-83.38068,6a,04-25,10-15
43317,40.47965,-82.68356,6a,04-25,10-15
43318,40.3141,-83.91041,6a,04-25,10-15
43319,40.30792,-83.56924,6a,04-25,10-15
43320,40.58367,-82.88443,6a,04-25,10-15
43321,40.46242,-82.82831,6a,04-25,10-15
43322,40.53161,-83.20937,6a,04-25,10-15
43323,40.73059,-83.24454,6a,04-25,10-15
43324,40.46086,-83.83774,6a,04-25,10-15
43325,40.60796,-82.87295,6a,04-25,10-15
43326,40.64227,-83.60577,6a,04-25,10-15
43330,40.81302,-83.41961,6a,04-25,10-15
43331,40.50787,-83.90705,6a,04-25,10-15
43332,40.5859,-83.3828,6a,04-25,10-15
43333,40.43617,-83.92528,6a,04-25,10-15
43334,40.39965,-82.80783,6a,04-25,10-15
43336,40.29369,-83.5827,6a,04-25,10-15
43337,40.68755,-83.22944,6a,04-25,10-15
43338,40.55537,-82.77273,6a,04-25,10-15
43340,40.54704,-83.49204,6a,04-25,10-15
43341,40.58756,-83.31254,6a,04-25,10-15
43342,40.47075,-83.18305,6a,04-25,10-15
43343,40.30892,-83.97325,6a,04-25,10-15
43344,40.43076,-83.32103,6a,04-25,10-15
43345,40.51326,-83.57736,6a,04-25,10-15
43346,40.57323,-83.8462,6a,04-25,10-15
43347,40.4706,-83.66538,6a,04-25,10-15
43348,40.46923,-83.88554,6a,04-25,10-15
43350,40.39477,-82.69952,5b,05-01,10-08
43351,40.82732,-83.29921,6a,04-25,10-15
43356,40.46161,-83.05047,6a,04-25,10-15
43357,40.25482,-83.751,6a,04-25,10-15
43358,40.41325,-83.53853,6a,04-25,10-15
43359,40.86385,-83.45714,6a,04-25,10-15
43360,40.32798,-83.66884,6a,04-25,10-15
43402,41.38852,-83.65795,6b,04-15,10-22
43403,41.39235,-83.649,6b,04-15,10-22
43406,41.32804,-83.43802,6b,04-15,10-22
43407,41.27797,-83.24578,6a,04-25,10-15
43408,41.56505,-83.363,6b,04-15,10-22
43410,41.30439,-82.96925,6b,04-15,10-22
43412,41.63678,-83.30724,6b,04-15,10-22
43413,41.24005,-83.64985,6a,04-25,10-15
43414,41.39235,-83.649,6b,04-15,10-22
43416,41.47706,-83.28361,6b,04-15,10-22
43420,41.35307,-83.11217,6b,04-15,10-22
43430,41.52331,-83.37072,6b,04-15,10-22
43431,41.39088,-83.32313,6b,04-15,10-22
43432,41.55338,-83.25597,6b,04-15,10-22
43433,41.50376,-82.87084,6b,04-15,10-22
43434,41.6457,-83.62023,6b,04-15,10-22
43435,41.33396,-83.30333,6b,04-15,10-22
43436,41.71533,-82.8227,7a,04-10,11-01
43437,41.25231,-83.60464,6a,04-25,10-15
43438,41.60134,-82.69744,7a,04-10,11-01
43439,41.51751,-83.04293,6b,04-15,10-22
43440,41.53319,-82.75881,6b,04-15,10-22
43442,41.42533,-83.2253,6b,04-15,10-22
43443,41.45508,-83.47735,6b,04-15,10-22
43445,41.59668,-83.28985,6b,04-15,10-22
43446,41.68348,-82.80468,7a,04-10,11-01
43447,41.5678,-83.433,6b,04-15,10-22
43449,41.53446,-83.13569,6b,04-15,10-22
43450,41.4031,-83.47664,6b,04-15,10-22
43451,41.31829,-83.62835,6b,04-15,10-22
43452,41.51286,-82.92948,6b,04-15,10-22
43456,41.67157,-82.81278,7a,04-10,11-01
43457,41.26928,-83.43171,6b,04-15,10-22
43458,41.53222,-83.21026,6b,04-15,10-22
43460,41.6038,-83.5619,6b,04-15,10-22
43462,41.28447,-83.69515,6a,04-25,10-15
43463,41.50905,-83.50853,6b,04-15,10-22
43464,41.40416,-82.92509,6b,04-15,10-22
43465,41.57725,-83.49795,6b,04-15,10-22
43466,41.28953,-83.50215,6b,04-15,10-22
43467,41.24576,-83.48948,6b,04-15,10-22
43468,41.6029,-83.33988,6b,04-15,10-22
43469,41.45513,-83.36565,6b,04-15,10-22
43501,41.67309,-84.44711,6a,04-25,10-15
43502,41.52923,-84.30866,6a,04-25,10-15
43504,41.6977,-83.83446,6a,04-25,10-15
43505,41.52394,-84.73028,6a,04-25,10-15
43506,41.47157,-84.55459,6a,04-25,10-15
43510,41.41988,-84.01367,6a,04-25,10-15
43511,41.26256,-83.82917,6a,04-25,10-15
43512,41.29037,-84.36539,6a,04-25,10-15
43515,41.58563,-84.00778,6a,04-25,10-15
43516,41.21103,-83.89827,6a,04-25,10-15
43517,41.44168,-84.73356,6a,04-25,10-15
43518,41.57244,-84.75333,6a,04-25,10-15
43519,41.42216,-84.39662,6a,04-25,10-15
43520,41.39066,-84.63132,6a,04-25,10-15
43521,41.66143,-84.29732,6a,04-25,10-15
43522,41.42735,-83.84944,6a,04-25,10-15
43523,41.34108,-84.00053,6a,04-25,10-15
43524,41.229,-84.03567,6a,04-25,10-15
43525,41.46619,-83.70725,6b,04-15,10-22
43526,41.30569,-84.74496,6a,04-25,10-15
43527,41.25317,-84.14754,6a,04-25,10-15
43528,41.62665,-83.73047,6b,04-15,10-22
43529,41.1904,-83.78249,6a,04-25,10-15
43530,41.32576,-84.27931,6a,04-25,10-15
43531,41.63598,-84.49453,6a,04-25,10-15
43532,41.45008,-83.97563,6a,04-25,10-15
43533,41.69681,-84.07558,6a,04-25,10-15
43534,41.36874,-83.93422,6a,04-25,10-15
43535,41.31594,-84.03021,6a,04-25,10-15
43536,41.29925,-84.63748,6a,04-25,10-15
43537,41.57699,-83.672,6b,04-15,10-22
43540,41.70262,-83.93725,6a,04-25,10-15
43541,41.30135,-83.82923,6a,04-25,10-15
43542,41.57743,-83.76396,6b,04-15,10-22
43543,41.60936,-84.62292,6a,04-25,10-15
43545,41.38828,-84.12511,6a,04-25,10-15
43547,41.4917,-83.87108,6a,04-25,10-15
43548,41.19019,-84.17549,6a,04-25,10-15
43549,41.38005,-84.51313,6a,04-25,10-15
43551,41.54072,-83.58904,6b,04-15,10-22
43553,41.53116,-84.22716,6a,04-25,10-15
43554,41.65973,-84.56225,6a,04-25,10-15
43555,41.43791,-84.255,6a,04-25,10-15
43556,41.29841,-84.55885,6a,04-25,10-15
43557,41.49111,-84.40709,6a,04-25,10-15
43558,41.58595,-83.87384,6a,04-25,10-15
43560,41.70638,-83.7102,6b,04-15,10-22
43565,41.41915,-83.74024,6b,04-15,10-22
43566,41.5019,-83.73685,6b,04-15,10-22
43567,41.5615,-84.15574,6a,04-25,10-15
43569,41.3492,-83.78953,6a,04-25,10-15
43570,41.58679,-84.43574,6a,04-25,10-15
43571,41.5174,-83.81063,6b,04-15,10-22
43604,41.65811,-83.52774,6b,04-15,10-22
43605,41.64255,-83.5104,6b,04-15,10-22
43606,41.67176,-83.6064,6b,04-15,10-22
43607,41.65,-83.59783,6b,04-15,10-22
43608,41.67825,-83.53257,6b,04-15,10-22
43609,41.63105,-83.57313,6b,04-15,10-22
43610,41.6763,-83.55996,6b,04-15,10-22
43611,41.70338,-83.49003,6b,04-15,10-22
43612,41.70605,-83.5577,6b,04-15,10-22
43613,41.7039,-83.605,6b,04-15,10-22
43614,41.60135,-83.62611,6b,04-15,10-22
43615,41.6522,-83.67037,6b,04-15,10-22
43616,41.6464,-83.46933,6b,04-15,10-22
43617,41.66736,-83.71609,6b,04-15,10-22
43619,41.60742,-83.48322,6b,04-15,10-22
43620,41.66585,-83.55218,6b,04-15,10-22
43623,41.70765,-83.64363,6b,04-15,10-22
43701,39.94938,-82.00492,6b,04-15,10-22
43711,39.82756,-81.55485,6b,04-15,10-22
43713,39.98919,-81.17197,6b,04-15,10-22
43716,39.84165,-81.02104,6b,04-15,10-22
43717,39.78924,-81.55483,6b,04-15,10-22
43718,40.02817,-81.00679,6b,04-15,10-22
43719,40.00938,-81.0763,6b,04-15,10-22
43720,39.80696,-81.88179,6b,04-15,10-22
43721,39.94671,-82.25642,6a,04-25,10-15
43722,39.91701,-81.51947,6b,04-15,10-22
43723,39.96899,-81.54108,6b,04-15,10-22
43724,39.74163,-81.52512,6b,04-15,10-22
43725,40.02586,-81.59243,6b,04-15,10-22
43727,39.8734,-81.81724,6b,04-15,10-22
43728,39.48463,-81.89613,6b,04-15,10-22
43730,39.61726,-82.09325,6a,04-25,10-15
43731,39.74235,-82.09349,6a,04-25,10-15
43732,39.85261,-81.64922,6b,04-15,10-22
43733,39.92362,-81.54296,6b,04-15,10-22
43734,39.877,-81.90909,6b,04-15,10-22
43735,39.85151,-82.12173,6a,04-25,10-15
43736,40.06497,-81.25579,6b,04-15,10-22
43738,39.85536,-82.14178,6a,04-25,10-15
43739,39.90516,-82.28507,6a,04-25,10-15
43740,39.95086,-82.21842,6a,04-25,10-15
43746,39.96614,-82.18376,6a,04-25,10-15
43747,39.86213,-81.11139,6b,04-15,10-22
43748,39.71086,-82.30228,6a,04-25,10-15
43749,40.1573,-81.55736,6b,04-15,10-22
43750,39.99447,-81.50058,6b,04-15,10-22
43754,39.76607,-81.24357,6b,04-15,10-22
43755,40.04107,-81.44635,6b,04-15,10-22
43756,39.67591,-81.79548,6b,04-15,10-22
43758,39.62148,-81.91737,6b,04-15,10-22
43759,40.01134,-80.97013,6b,04-15,10-22
43760,39.88875,-82.19224,6a,04-25,10-15
43761,39.7403,-82.24837,6a,04-25,10-15
43762,40.01895,-81.73657,6b,04-15,10-22
43764,39.71782,-82.19823,6a,04-25,10-15
43766,39.58885,-82.25279,6a,04-25,10-15
43767,39.99095,-81.80629,6b,04-15,10-22
43768,40.0385,-81.44232,6b,04-15,10-22
43771,39.84205,-81.93264,6b,04-15,10-22
43772,39.89555,-81.53483,6b,04-15,10-22
43773,39.99106,-81.28517,6b,04-15,10-22
43777,39.81403,-82.07808,6a,04-25,10-15
43778,39.99599,-81.36641,6b,04-15,10-22
43779,39.8032,-81.43368,6b,04-15,10-22
43780,39.93005,-81.44256,6b,04-15,10-22
43782,39.60898,-82.22225,6a,04-25,10-15
43783,39.80168,-82.29166,6a,04-25,10-15
43786,39.71117,-81.27582,6b,04-15,10-22
43787,39.53641,-81.80009,6b,04-15,10-22
43788,39.79998,-81.33548,6b,04-15,10-22
43791,39.85547,-82.11492,6a,04-25,10-15
43793,39.74207,-81.09908,6b,04-15,10-22
43802,40.09064,-81.86556,6b,04-15,10-22
43804,40.44953,-81.72309,6a,04-25,10-15
43805,40.39827,-81.96879,6a,04-25,10-15
43811,40.18014,-81.90422,6b,04-15,10-22
43812,40.2702,-81.86761,6b,04-15,10-22
43821,40.13075,-82.01637,6a,04-25,10-15
43822,40.16148,-82.16324,6a,04-25,10-15
43824,40.35786,-81.75288,6b,04-15,10-22
43830,40.06389,-82.15977,6a,04-25,10-15
43832,40.27738,-81.59662,6b,04-15,10-22
43836,40.20038,-81.72067,6b,04-15,10-22
43837,40.31448,-81.49751,6b,04-15,10-22
43840,40.40611,-81.58374,6b,04-15,10-22
43842,40.14047,-82.01079,6a,04-25,10-15
43843,40.3479,-82.17789,6a,04-25,10-15
43844,40.33503,-82.04314,6a,04-25,10-15
43845,40.26802,-81.74213,6b,04-15,10-22
43901,40.22328,-80.87017,6b,04-15,10-22
43902,39.89056,-80.9766,6b,04-15,10-22
43903,40.46917,-80.93363,6b,04-15,10-22
43905,40.10528,-80.84292,6b,04-15,10-22
43906,40.01558,-80.76343,6b,04-15,10-22
43907,40.25845,-81.00415,6b,04-15,10-22
43908,40.51805,-80.88733,6b,04-15,10-22
43909,40.06777,-80.81836,6b,04-15,10-22
43910,40.36189,-80.81953,6b,04-15,10-22
43912,40.07428,-80.77447,6b,04-15,10-22
43913,40.26212,-80.6356,6b,04-15,10-22
43914,39.76813,-80.94455,6b,04-15,10-22
43915,39.75982,-80.88695,6b,04-15,10-22
43917,40.21207,-80.78094,6b,04-15,10-22
43920,40.64155,-80.57469,6b,04-15,10-22
43925,40.45026,-80.86015,6b,04-15,10-22
43926,40.51073,-80.62344,7a,04-10,11-01
43928,40.00842,-80.88913,6b,04-15,10-22
43930,40.56638,-80.76929,6b,04-15,10-22
43931,39.67632,-80.89137,6b,04-15,10-22
43932,40.56151,-80.71859,6b,04-15,10-22
43933,39.93822,-80.89033,6b,04-15,10-22
43934,40.07618,-80.78926,6b,04-15,10-22
43935,40.10388,-80.73327,6b,04-15,10-22
43938,40.31857,-80.64172,6b,04-15,10-22
43939,40.17611,-80.79979,6b,04-15,10-22
43940,40.02749,-80.81606,6b,04-15,10-22
43942,39.86198,-80.82023,6b,04-15,10-22
43943,40.21114,-80.72596,6b,04-15,10-22
43944,40.43273,-80.76692,6b,04-15,10-22
43945,40.62431,-80.83872,6a,04-25,10-15
43946,39.64646,-80.96151,6b,04-15,10-22
43947,39.96455,-80.76013,6b,04-15,10-22
43948,40.26974,-80.78137,6b,04-15,10-22
43950,40.08673,-80.90826,6b,04-15,10-22
43951,40.10915,-81.01773,6b,04-15,10-22
43952,40.37118,-80.63426,6b,04-15,10-22
43953,40.36947,-80.70251,6b,04-15,10-22
43961,40.52305,-80.6294,7a,04-10,11-01
43962,40.67986,-80.88595,6a,04-25,10-15
43963,40.17072,-80.69768,7a,04-10,11-01
43964,40.46518,-80.62364,6b,04-15,10-22
43967,40.02281,-80.94093,6b,04-15,10-22
43968,40.62152,-80.66843,6b,04-15,10-22
43971,40.15261,-80.70789,6b,04-15,10-22
43972,40.09928,-80.97601,6b,04-15,10-22
43973,40.18981,-81.27506,6b,04-15,10-22
43974,40.18182,-80.88695,6b,04-15,10-22
43976,40.35236,-80.90465,6b,04-15,10-22
43977,40.14739,-81.11291,6b,04-15,10-22
43981,40.1844,-80.99519,6b,04-15,10-22
43983,40.14708,-81.20232,6b,04-15,10-22
43985,40.01134,-80.97013,6b,04-15,10-22
43986,40.37494,-80.99193,6b,04-15,10-22
43988,40.40579,-81.10432,6b,04-15,10-22
44001,41.38653,-82.23419,6b,04-15,10-22
44003,41.61135,-80.5622,6a,04-25,10-15
44004,41.87121,-80.79178,6b,04-15,10-22
44010,41.75895,-80.86289,6a,04-25,10-15
44011,41.45054,-82.02167,6b,04-15,10-22
44012,41.5016,-82.0063,7a,04-10,11-01
44017,41.36995,-81.86259,6b,04-15,10-22
44021,41.44286,-81.14404,6a,04-25,10-15
44022,41.43932,-81.39232,6b,04-15,10-22
44023,41.39217,-81.32748,6a,04-25,10-15
44024,41.57417,-81.19473,6a,04-25,10-15
44026,41.5263,-81.33683,6a,04-25,10-15
44028,41.316,-81.93433,6b,04-15,10-22
44030,41.93492,-80.57923,6b,04-15,10-22
44032,41.67636,-80.6686,6a,04-25,10-15
44035,41.36985,-82.10874,6b,04-15,10-22
44039,41.38955,-82.0046,6b,04-15,10-22
44040,41.53258,-81.41052,6b,04-15,10-22
44041,41.80262,-80.94645,6b,04-15,10-22
44044,41.27592,-82.05315,6b,04-15,10-22
44045,41.74269,-81.28212,7a,04-10,11-01
44046,41.54176,-81.08063,6a,04-25,10-15
44047,41.72845,-80.74507,6a,04-25,10-15
44048,41.86681,-80.64962,6b,04-15,10-22
44049,41.26705,-82.3047,6b,04-15,10-22
44050,41.25935,-82.13542,6b,04-15,10-22
44052,41.45922,-82.1691,6b,04-15,10-22
44053,41.43187,-82.20658,6b,04-15,10-22
44054,41.48054,-82.09914,7a,04-10,11-01
44055,41.43564,-82.13689,6b,04-15,10-22
44056,41.32119,-81.50135,6b,04-15,10-22
44057,41.80063,-81.06021,6b,04-15,10-22
44060,41.68816,-81.33378,7a,04-10,11-01
44062,41.46235,-81.03666,6a,04-25,10-15
44064,41.61391,-81.05515,6a,04-25,10-15
44065,41.46991,-81.24579,6a,04-25,10-15
44067,41.3197,-81.54119,6b,04-15,10-22
44068,41.90459,-80.68503,6b,04-15,10-22
44070,41.4151,-81.91436,6b,04-15,10-22
44072,41.47847,-81.33635,6a,04-25,10-15
44074,41.2863,-82.21935,6b,04-15,10-22
44076,41.53544,-80.83514,6a,04-25,10-15
44077,41.71609,-81.2396,6b,04-15,10-22
44080,41.37245,-81.06617,6a,04-25,10-15
44081,41.76739,-81.14287,6b,04-15,10-22
44082,41.7595,-80.56995,6a,04-25,10-15
44084,41.65974,-80.86635,6a,04-25,10-15
44085,41.6128,-80.83579,6a,04-25,10-15
44086,41.67434,-81.05753,6a,04-25,10-15
44087,41.31466,-81.44441,6a,04-25,10-15
44089,41.40785,-82.3648,6b,04-15,10-22
44090,41.14712,-82.24031,6a,04-25,10-15
44092,41.60358,-81.47087,6b,04-15,10-22
44093,41.52563,-80.58076,6a,04-25,10-15
44094,41.62589,-81.39929,6b,04-15,10-22
44095,41.6538,-81.44614,7a,04-10,11-01
44099,41.53999,-80.96688,6a,04-25,10-15
44101,41.5234,-81.59965,7a,04-10,11-01
44102,41.47345,-81.7358,7a,04-10,11-01
44103,41.5138,-81.64287,7a,04-10,11-01
44104,41.484,-81.62702,6b,04-15,10-22
44105,41.4506,-81.62216,6b,04-15,10-22
44106,41.50775,-81.60883,6b,04-15,10-22
44107,41.48088,-81.80036,7a,04-10,11-01
44108,41.53715,-81.60905,7a,04-10,11-01
44109,41.44895,-81.70342,7a,04-10,11-01
44110,41.56278,-81.57273,7a,04-10,11-01
44111,41.4594,-81.78174,7a,04-10,11-01
44112,41.5341,-81.57558,6b,04-15,10-22
44113,41.48469,-81.70125,7a,04-10,11-01
44114,41.50988,-81.6753,7a,04-10,11-01
44115,41.4935,-81.67125,7a,04-10,11-01
44116,41.4753,-81.84575,7a,04-10,11-01
44117,41.57034,-81.52726,7a,04-10,11-01
44118,41.4992,-81.55434,6b,04-15,10-22
44119,41.58675,-81.54584,7a,04-10,11-01
44120,41.47235,-81.58211,6b,04-15,10-22
44121,41.52615,-81.53309,6b,04-15,10-22
44122,41.47288,-81.52209,6b,04-15,10-22
44123,41.6025,-81.52357,7a,04-10,11-01
44124,41.51375,-81.47281,6a,04-25,10-15
44125,41.4144,-81.60793,6b,04-15,10-22
44126,41.4417,-81.85738,7a,04-10,11-01
44127,41.46995,-81.65009,7a,04-10,11-01
44128,41.44115,-81.55179,6b,04-15,10-22
44129,41.3977,-81.73575,6b,04-15,10-22
44130,41.37805,-81.77945,6b,04-15,10-22
44131,41.39175,-81.65816,6b,04-15,10-22
44132,41.6083,-81.50041,7a,04-10,11-01
44133,41.31376,-81.74204,6b,04-15,10-22
44134,41.39385,-81.70507,6b,04-15,10-22
44135,41.43215,-81.80467,6b,04-15,10-22
44136,41.31275,-81.83197,6b,04-15,10-22
44137,41.41265,-81.56067,6b,04-15,10-22
44138,41.37395,-81.91507,6b,04-15,10-22
44139,41.38839,-81.44365,6a,04-25,10-15
44140,41.48419,-81.92658,7a,04-10,11-01
44141,41.30769,-81.61835,6b,04-15,10-22
44142,41.40035,-81.82055,6b,04-15,10-22
44143,41.55032,-81.48175,6b,04-15,10-22
44144,41.43702,-81.73488,6b,04-15,10-22
44145,41.45444,-81.92865,7a,04-10,11-01
44146,41.38937,-81.52709,6b,04-15,10-22
44147,41.32183,-81.67659,6a,04-25,10-15
44149,41.31678,-81.85401,6b,04-15,10-22
44201,41.02006,-81.20037,6a,04-25,10-15
44202,41.32061,-81.36352,6a,04-25,10-15
44203,41.01752,-81.61616,6b,04-15,10-22
44212,41.24405,-81.82836,6b,04-15,10-22
